ID,Name,Price,Quantity,Category,Supplier_ID
70,product_name_70,74.63,6,"Food, Grocery",supplier_35@gmail.com
71,product_name_71,50.87,2,"Beauty, Health",supplier_35@gmail.com
72,product_name_72,76.17,1,Electronics,supplier_36@gmail.com
73,product_name_73,45.98,8,"Beauty, Health",supplier_36@gmail.com
74,product_name_74,84.11,7,Fashion,supplier_37@gmail.com
75,product_name_75,35.49,9,Fashion,supplier_37@gmail.com
76,product_name_76,99.87,6,"Toy, Kids",supplier_38@gmail.com
77,product_name_77,52.14,1,Automotive,supplier_38@gmail.com
78,product_name_78,36.84,9,Entertainments,supplier_39@gmail.com
79,product_name_79,27.55,3,"Toy, Kids",supplier_39@gmail.com
80,product_name_80,74.69,3,Outdoors,supplier_40@gmail.com
81,product_name_81,57.28,7,Outdoors,supplier_40@gmail.com
82,product_name_82,65.15,4,Electronics,supplier_41@gmail.com
83,product_name_83,22.22,3,Computers,supplier_41@gmail.com
84,product_name_84,80.47,9,Entertainments,supplier_42@gmail.com
85,product_name_85,72.73,2,Computers,supplier_42@gmail.com
86,product_name_86,63.61,5,"Food, Grocery",supplier_43@gmail.com
87,product_name_87,68.68,8,Outdoors,supplier_43@gmail.com
88,product_name_88,17.55,4,Smart Home,supplier_44@gmail.com
89,product_name_89,25.54,5,Pet Supplies,supplier_44@gmail.com
90,product_name_90,30.87,9,Entertainments,supplier_45@gmail.com
91,product_name_91,77.3,1,Electronics,supplier_45@gmail.com
92,product_name_92,28.71,4,Automotive,supplier_46@gmail.com
93,product_name_93,96.16,7,Entertainments,supplier_46@gmail.com
94,product_name_94,94.16,3,Fashion,supplier_47@gmail.com
95,product_name_95,29.77,9,Electronics,supplier_47@gmail.com
96,product_name_96,32.58,6,Outdoors,supplier_48@gmail.com
97,product_name_97,80.72,7,Fashion,supplier_48@gmail.com
98,product_name_98,42.54,6,Electronics,supplier_49@gmail.com
99,product_name_99,74.75,8,"Food, Grocery",supplier_49@gmail.com
100,product_name_100,89.67,9,Fashion,supplier_50@gmail.com
101,product_name_101,31.09,3,"Beauty, Health",supplier_50@gmail.com
102,product_name_102,37.5,9,"Toy, Kids",supplier_51@gmail.com
103,product_name_103,81.27,4,Automotive,supplier_51@gmail.com
104,product_name_104,97.07,9,Books,supplier_52@gmail.com
105,product_name_105,50.73,1,"Toy, Kids",supplier_52@gmail.com
106,product_name_106,25.42,7,Automotive,supplier_53@gmail.com
107,product_name_107,64.59,1,Outdoors,supplier_53@gmail.com
108,product_name_108,96.45,3,Outdoors,supplier_54@gmail.com
109,product_name_109,23.56,9,Automotive,supplier_54@gmail.com
110,product_name_110,36.7,5,"Food, Grocery",supplier_55@gmail.com
111,product_name_111,70.74,2,Computers,supplier_55@gmail.com
112,product_name_112,34.58,4,Electronics,supplier_56@gmail.com
113,product_name_113,86.75,6,Books,supplier_56@gmail.com
114,product_name_114,97.76,1,Automotive,supplier_57@gmail.com
115,product_name_115,57.02,6,Computers,supplier_57@gmail.com
116,product_name_116,49.81,3,Pet Supplies,supplier_58@gmail.com
117,product_name_117,78.22,8,Sports,supplier_58@gmail.com
118,product_name_118,79.12,3,Pet Supplies,supplier_59@gmail.com
119,product_name_119,30.58,3,Books,supplier_59@gmail.com
120,product_name_120,79.35,1,Automotive,supplier_60@gmail.com
121,product_name_121,69.56,1,Automotive,supplier_60@gmail.com
122,product_name_122,49.04,2,Outdoors,supplier_61@gmail.com
123,product_name_123,19.32,3,"Beauty, Health",supplier_61@gmail.com
124,product_name_124,68.38,3,Outdoors,supplier_62@gmail.com
125,product_name_125,74.7,4,Outdoors,supplier_62@gmail.com
126,product_name_126,70.68,3,Smart Home,supplier_63@gmail.com
127,product_name_127,12.3,2,Fashion,supplier_63@gmail.com
128,product_name_128,37.23,6,"Home, Garden",supplier_64@gmail.com
129,product_name_129,73.91,5,"Toy, Kids",supplier_64@gmail.com
130,product_name_130,52.16,7,Electronics,supplier_65@gmail.com
131,product_name_131,35.03,6,Fashion,supplier_65@gmail.com
132,product_name_132,34.08,1,"Toy, Kids",supplier_66@gmail.com
133,product_name_133,57.29,3,Pet Supplies,supplier_66@gmail.com
134,product_name_134,57.29,3,"Beauty, Health",supplier_67@gmail.com
135,product_name_135,80.42,9,"Toy, Kids",supplier_67@gmail.com
136,product_name_136,26.41,4,Pet Supplies,supplier_68@gmail.com
137,product_name_137,36.19,5,Pet Supplies,supplier_68@gmail.com
138,product_name_138,16.24,8,"Toy, Kids",supplier_69@gmail.com
139,product_name_139,38.45,7,"Toy, Kids",supplier_69@gmail.com
140,product_name_140,48.11,9,Computers,supplier_70@gmail.com
141,product_name_141,32.02,2,Smart Home,supplier_70@gmail.com
142,product_name_142,87.5,4,Sports,supplier_71@gmail.com
143,product_name_143,19.46,1,"Food, Grocery",supplier_71@gmail.com
144,product_name_144,16.73,7,Automotive,supplier_72@gmail.com
145,product_name_145,60.86,6,"Food, Grocery",supplier_72@gmail.com
146,product_name_146,78.65,1,Smart Home,supplier_73@gmail.com
147,product_name_147,11.35,2,Automotive,supplier_73@gmail.com
148,product_name_148,27.43,8,"Toy, Kids",supplier_74@gmail.com
149,product_name_149,70.9,1,Books,supplier_74@gmail.com
150,product_name_150,21.8,3,"Food, Grocery",supplier_75@gmail.com
151,product_name_151,67.27,8,"Beauty, Health",supplier_75@gmail.com
152,product_name_152,17.62,2,"Beauty, Health",supplier_76@gmail.com
153,product_name_153,72.78,1,Pet Supplies,supplier_76@gmail.com
154,product_name_154,75.56,1,"Home, Garden",supplier_77@gmail.com
155,product_name_155,31.91,6,Sports,supplier_77@gmail.com
156,product_name_156,67.84,8,Sports,supplier_78@gmail.com
157,product_name_157,73.8,6,Fashion,supplier_78@gmail.com
158,product_name_158,71.54,6,"Food, Grocery",supplier_79@gmail.com
159,product_name_159,12.9,1,Fashion,supplier_79@gmail.com
160,product_name_160,31.15,6,Fashion,supplier_80@gmail.com
161,product_name_161,59.29,4,"Home, Garden",supplier_80@gmail.com
162,product_name_162,20.42,4,Computers,supplier_81@gmail.com
163,product_name_163,64.06,4,Entertainments,supplier_81@gmail.com
164,product_name_164,34.83,8,Electronics,supplier_82@gmail.com
165,product_name_165,11.41,8,"Food, Grocery",supplier_82@gmail.com
166,product_name_166,47.2,9,Fashion,supplier_83@gmail.com
167,product_name_167,77.57,4,Books,supplier_83@gmail.com
168,product_name_168,43.78,7,Fashion,supplier_84@gmail.com
169,product_name_169,78.54,1,Sports,supplier_84@gmail.com
170,product_name_170,58.07,8,Fashion,supplier_85@gmail.com
171,product_name_171,64.78,7,Books,supplier_85@gmail.com
172,product_name_172,52.89,4,Books,supplier_86@gmail.com
173,product_name_173,87.91,7,Outdoors,supplier_86@gmail.com
174,product_name_174,37.0,3,Fashion,supplier_87@gmail.com
175,product_name_175,15.63,5,Outdoors,supplier_87@gmail.com
176,product_name_176,40.22,3,Sports,supplier_88@gmail.com
177,product_name_177,69.14,8,Automotive,supplier_88@gmail.com
178,product_name_178,84.67,4,Electronics,supplier_89@gmail.com
179,product_name_179,81.03,5,"Food, Grocery",supplier_89@gmail.com
180,product_name_180,41.21,5,"Home, Garden",supplier_90@gmail.com
181,product_name_181,11.61,9,Pet Supplies,supplier_90@gmail.com
182,product_name_182,19.34,1,Outdoors,supplier_91@gmail.com
183,product_name_183,51.9,7,Fashion,supplier_91@gmail.com
184,product_name_184,10.86,6,Pet Supplies,supplier_92@gmail.com
185,product_name_185,75.43,5,"Food, Grocery",supplier_92@gmail.com
186,product_name_186,33.05,4,Computers,supplier_93@gmail.com
187,product_name_187,36.23,6,"Home, Garden",supplier_93@gmail.com
188,product_name_188,41.86,8,Smart Home,supplier_94@gmail.com
189,product_name_189,18.8,6,"Toy, Kids",supplier_94@gmail.com
190,product_name_190,50.14,2,Books,supplier_95@gmail.com
191,product_name_191,81.04,3,Fashion,supplier_95@gmail.com
192,product_name_192,32.58,4,Smart Home,supplier_96@gmail.com
193,product_name_193,13.16,5,Electronics,supplier_96@gmail.com
194,product_name_194,95.4,6,Entertainments,supplier_97@gmail.com
195,product_name_195,93.33,9,"Toy, Kids",supplier_97@gmail.com
196,product_name_196,28.72,6,Outdoors,supplier_98@gmail.com
197,product_name_197,37.33,9,Computers,supplier_98@gmail.com
198,product_name_198,47.24,7,Outdoors,supplier_99@gmail.com
199,product_name_199,60.86,4,Books,supplier_99@gmail.com
200,product_name_200,61.94,5,"Beauty, Health",supplier_100@gmail.com
201,product_name_201,65.89,6,"Beauty, Health",supplier_100@gmail.com
202,product_name_202,93.6,2,Books,supplier_101@gmail.com
203,product_name_203,97.12,4,Outdoors,supplier_101@gmail.com
204,product_name_204,79.07,6,"Food, Grocery",supplier_102@gmail.com
205,product_name_205,48.61,8,"Toy, Kids",supplier_102@gmail.com
206,product_name_206,17.31,3,Sports,supplier_103@gmail.com
207,product_name_207,89.88,6,"Beauty, Health",supplier_103@gmail.com
208,product_name_208,33.68,5,Books,supplier_104@gmail.com
209,product_name_209,54.52,3,Entertainments,supplier_104@gmail.com
210,product_name_210,94.78,7,Computers,supplier_105@gmail.com
211,product_name_211,56.89,8,Computers,supplier_105@gmail.com
212,product_name_212,64.62,3,Pet Supplies,supplier_106@gmail.com
213,product_name_213,87.61,4,Books,supplier_106@gmail.com
214,product_name_214,72.91,9,"Food, Grocery",supplier_107@gmail.com
215,product_name_215,17.3,8,"Home, Garden",supplier_107@gmail.com
216,product_name_216,47.77,6,Entertainments,supplier_108@gmail.com
217,product_name_217,22.88,9,"Home, Garden",supplier_108@gmail.com
218,product_name_218,61.31,2,Sports,supplier_109@gmail.com
219,product_name_219,86.58,8,Electronics,supplier_109@gmail.com
220,product_name_220,52.9,9,Electronics,supplier_110@gmail.com
221,product_name_221,68.4,6,Smart Home,supplier_110@gmail.com
222,product_name_222,26.62,2,Sports,supplier_111@gmail.com
223,product_name_223,39.11,1,Electronics,supplier_111@gmail.com
224,product_name_224,34.56,9,Fashion,supplier_112@gmail.com
225,product_name_225,70.5,6,Pet Supplies,supplier_112@gmail.com
226,product_name_226,27.23,8,Outdoors,supplier_113@gmail.com
227,product_name_227,62.15,4,Pet Supplies,supplier_113@gmail.com
228,product_name_228,98.25,2,Electronics,supplier_114@gmail.com
229,product_name_229,88.64,6,"Beauty, Health",supplier_114@gmail.com
230,product_name_230,92.8,3,Sports,supplier_115@gmail.com
231,product_name_231,63.28,4,Automotive,supplier_115@gmail.com
232,product_name_232,41.21,7,Entertainments,supplier_116@gmail.com
233,product_name_233,84.9,1,"Toy, Kids",supplier_116@gmail.com
234,product_name_234,21.05,2,Entertainments,supplier_117@gmail.com
235,product_name_235,16.65,9,Electronics,supplier_117@gmail.com
236,product_name_236,10.81,3,Books,supplier_118@gmail.com
237,product_name_237,83.83,7,Fashion,supplier_118@gmail.com
238,product_name_238,29.7,8,Books,supplier_119@gmail.com
239,product_name_239,23.83,6,Pet Supplies,supplier_119@gmail.com
240,product_name_240,74.56,5,"Food, Grocery",supplier_120@gmail.com
241,product_name_241,30.99,1,Books,supplier_120@gmail.com
242,product_name_242,99.48,2,Fashion,supplier_121@gmail.com
243,product_name_243,81.62,9,Automotive,supplier_121@gmail.com
244,product_name_244,40.28,8,Books,supplier_122@gmail.com
245,product_name_245,81.59,3,"Beauty, Health",supplier_122@gmail.com
246,product_name_246,81.45,9,Smart Home,supplier_123@gmail.com
247,product_name_247,73.52,3,Entertainments,supplier_123@gmail.com
248,product_name_248,65.6,1,"Home, Garden",supplier_124@gmail.com
249,product_name_249,64.07,7,"Food, Grocery",supplier_124@gmail.com
250,product_name_250,70.99,4,Outdoors,supplier_125@gmail.com
251,product_name_251,61.27,2,Fashion,supplier_125@gmail.com
252,product_name_252,18.64,8,Computers,supplier_126@gmail.com
253,product_name_253,77.62,9,Smart Home,supplier_126@gmail.com
254,product_name_254,59.17,5,Outdoors,supplier_127@gmail.com
255,product_name_255,13.76,1,Automotive,supplier_127@gmail.com
256,product_name_256,83.29,8,Entertainments,supplier_128@gmail.com
257,product_name_257,56.19,7,Electronics,supplier_128@gmail.com
258,product_name_258,52.69,1,Outdoors,supplier_129@gmail.com
259,product_name_259,49.61,3,Computers,supplier_129@gmail.com
260,product_name_260,67.5,6,Sports,supplier_130@gmail.com
261,product_name_261,71.25,7,Fashion,supplier_130@gmail.com
262,product_name_262,95.09,4,Books,supplier_131@gmail.com
263,product_name_263,98.98,6,"Beauty, Health",supplier_131@gmail.com
264,product_name_264,66.33,4,Smart Home,supplier_132@gmail.com
265,product_name_265,57.25,7,"Toy, Kids",supplier_132@gmail.com
266,product_name_266,27.84,3,Entertainments,supplier_133@gmail.com
267,product_name_267,27.83,3,Pet Supplies,supplier_133@gmail.com
268,product_name_268,47.2,3,Computers,supplier_134@gmail.com
269,product_name_269,92.72,8,Sports,supplier_134@gmail.com
270,product_name_270,32.49,5,Entertainments,supplier_135@gmail.com
271,product_name_271,40.3,9,Sports,supplier_135@gmail.com
272,product_name_272,63.13,7,"Toy, Kids",supplier_136@gmail.com
273,product_name_273,39.5,1,Smart Home,supplier_136@gmail.com
274,product_name_274,96.39,9,Books,supplier_137@gmail.com
275,product_name_275,67.31,7,Electronics,supplier_137@gmail.com
276,product_name_276,70.19,1,Smart Home,supplier_138@gmail.com
277,product_name_277,41.87,4,Fashion,supplier_138@gmail.com
278,product_name_278,44.82,2,Pet Supplies,supplier_139@gmail.com
279,product_name_279,86.31,4,"Home, Garden",supplier_139@gmail.com
280,product_name_280,27.76,5,Automotive,supplier_140@gmail.com
281,product_name_281,42.53,1,Pet Supplies,supplier_140@gmail.com
282,product_name_282,15.48,3,"Home, Garden",supplier_141@gmail.com
283,product_name_283,88.68,8,Pet Supplies,supplier_141@gmail.com
284,product_name_284,64.17,2,Books,supplier_142@gmail.com
285,product_name_285,16.16,2,Entertainments,supplier_142@gmail.com
286,product_name_286,89.85,9,"Toy, Kids",supplier_143@gmail.com
287,product_name_287,49.58,8,Outdoors,supplier_143@gmail.com
288,product_name_288,41.57,7,Electronics,supplier_144@gmail.com
289,product_name_289,92.33,1,"Beauty, Health",supplier_144@gmail.com
290,product_name_290,74.39,3,"Beauty, Health",supplier_145@gmail.com
291,product_name_291,54.68,2,Computers,supplier_145@gmail.com
292,product_name_292,77.37,3,"Toy, Kids",supplier_146@gmail.com
293,product_name_293,39.16,9,Smart Home,supplier_146@gmail.com
294,product_name_294,30.46,5,"Home, Garden",supplier_147@gmail.com
295,product_name_295,86.98,1,"Toy, Kids",supplier_147@gmail.com
296,product_name_296,74.65,9,Outdoors,supplier_148@gmail.com
297,product_name_297,60.27,8,Computers,supplier_148@gmail.com
298,product_name_298,50.37,6,Pet Supplies,supplier_149@gmail.com
299,product_name_299,85.15,1,"Food, Grocery",supplier_149@gmail.com
300,product_name_300,91.05,5,Entertainments,supplier_150@gmail.com
301,product_name_301,99.74,3,"Toy, Kids",supplier_150@gmail.com
302,product_name_302,46.48,7,Fashion,supplier_151@gmail.com
303,product_name_303,66.6,9,Entertainments,supplier_151@gmail.com
304,product_name_304,29.26,5,Fashion,supplier_152@gmail.com
305,product_name_305,47.6,9,Fashion,supplier_152@gmail.com
306,product_name_306,93.83,4,"Beauty, Health",supplier_153@gmail.com
307,product_name_307,24.46,9,"Toy, Kids",supplier_153@gmail.com
308,product_name_308,93.41,3,Computers,supplier_154@gmail.com
309,product_name_309,79.71,6,Books,supplier_154@gmail.com
310,product_name_310,34.97,7,"Food, Grocery",supplier_155@gmail.com
311,product_name_311,86.32,4,Sports,supplier_155@gmail.com
312,product_name_312,44.75,9,Electronics,supplier_156@gmail.com
313,product_name_313,27.2,9,Outdoors,supplier_156@gmail.com
314,product_name_314,76.32,3,Sports,supplier_157@gmail.com
315,product_name_315,17.79,5,Sports,supplier_157@gmail.com
316,product_name_316,69.8,5,Electronics,supplier_158@gmail.com
317,product_name_317,21.95,6,Entertainments,supplier_158@gmail.com
318,product_name_318,19.17,6,Sports,supplier_159@gmail.com
319,product_name_319,71.9,8,Sports,supplier_159@gmail.com
320,product_name_320,80.3,1,Computers,supplier_160@gmail.com
321,product_name_321,21.85,8,Sports,supplier_160@gmail.com
322,product_name_322,12.34,5,Pet Supplies,supplier_161@gmail.com
323,product_name_323,65.03,3,Smart Home,supplier_161@gmail.com
324,product_name_324,59.1,8,Entertainments,supplier_162@gmail.com
325,product_name_325,59.89,9,Automotive,supplier_162@gmail.com
326,product_name_326,41.49,6,Entertainments,supplier_163@gmail.com
327,product_name_327,29.04,6,"Home, Garden",supplier_163@gmail.com
328,product_name_328,57.07,9,"Home, Garden",supplier_164@gmail.com
329,product_name_329,94.51,3,Sports,supplier_164@gmail.com
330,product_name_330,78.59,5,Automotive,supplier_165@gmail.com
331,product_name_331,55.59,4,Books,supplier_165@gmail.com
332,product_name_332,53.98,9,Pet Supplies,supplier_166@gmail.com
333,product_name_333,70.09,3,Entertainments,supplier_166@gmail.com
334,product_name_334,39.84,2,Smart Home,supplier_167@gmail.com
335,product_name_335,15.94,8,Fashion,supplier_167@gmail.com
336,product_name_336,36.77,2,Automotive,supplier_168@gmail.com
337,product_name_337,78.45,3,Computers,supplier_168@gmail.com
338,product_name_338,70.47,2,"Home, Garden",supplier_169@gmail.com
339,product_name_339,11.48,6,Entertainments,supplier_169@gmail.com
340,product_name_340,62.76,6,Fashion,supplier_170@gmail.com
341,product_name_341,83.33,1,"Home, Garden",supplier_170@gmail.com
342,product_name_342,37.73,3,Outdoors,supplier_171@gmail.com
343,product_name_343,57.16,1,Smart Home,supplier_171@gmail.com
344,product_name_344,14.7,3,Pet Supplies,supplier_172@gmail.com
345,product_name_345,93.65,9,Entertainments,supplier_172@gmail.com
346,product_name_346,79.25,5,Sports,supplier_173@gmail.com
347,product_name_347,82.3,8,Fashion,supplier_173@gmail.com
348,product_name_348,92.03,4,Smart Home,supplier_174@gmail.com
349,product_name_349,90.52,2,Computers,supplier_174@gmail.com
350,product_name_350,96.31,3,Fashion,supplier_175@gmail.com
351,product_name_351,84.92,1,Smart Home,supplier_175@gmail.com
352,product_name_352,66.35,2,Pet Supplies,supplier_176@gmail.com
353,product_name_353,80.07,2,Pet Supplies,supplier_176@gmail.com
354,product_name_354,21.48,4,Automotive,supplier_177@gmail.com
355,product_name_355,84.13,7,Computers,supplier_177@gmail.com
356,product_name_356,49.84,3,Electronics,supplier_178@gmail.com
357,product_name_357,91.63,5,Electronics,supplier_178@gmail.com
358,product_name_358,11.56,3,"Toy, Kids",supplier_179@gmail.com
359,product_name_359,55.33,6,Smart Home,supplier_179@gmail.com
360,product_name_360,75.37,5,Smart Home,supplier_180@gmail.com
361,product_name_361,45.78,3,"Beauty, Health",supplier_180@gmail.com
362,product_name_362,12.46,2,"Home, Garden",supplier_181@gmail.com
363,product_name_363,73.85,7,Automotive,supplier_181@gmail.com
364,product_name_364,55.55,5,Books,supplier_182@gmail.com
365,product_name_365,38.69,5,Fashion,supplier_182@gmail.com
366,product_name_366,90.93,9,Entertainments,supplier_183@gmail.com
367,product_name_367,83.71,4,Outdoors,supplier_183@gmail.com
368,product_name_368,84.03,4,"Beauty, Health",supplier_184@gmail.com
369,product_name_369,69.6,1,Fashion,supplier_184@gmail.com
370,product_name_370,60.52,3,Pet Supplies,supplier_185@gmail.com
371,product_name_371,61.33,9,"Home, Garden",supplier_185@gmail.com
372,product_name_372,27.28,1,Pet Supplies,supplier_186@gmail.com
373,product_name_373,64.0,3,Computers,supplier_186@gmail.com
374,product_name_374,88.41,9,"Beauty, Health",supplier_187@gmail.com
375,product_name_375,54.96,3,Outdoors,supplier_187@gmail.com
376,product_name_376,54.55,2,"Toy, Kids",supplier_188@gmail.com
377,product_name_377,44.06,8,Computers,supplier_188@gmail.com
378,product_name_378,40.6,4,"Beauty, Health",supplier_189@gmail.com
379,product_name_379,53.86,8,Fashion,supplier_189@gmail.com
380,product_name_380,90.21,6,Books,supplier_190@gmail.com
381,product_name_381,57.26,8,Computers,supplier_190@gmail.com
382,product_name_382,59.65,5,Electronics,supplier_191@gmail.com
383,product_name_383,74.73,2,Computers,supplier_191@gmail.com
384,product_name_384,94.96,6,Pet Supplies,supplier_192@gmail.com
385,product_name_385,91.26,3,Electronics,supplier_192@gmail.com
386,product_name_386,23.06,1,Fashion,supplier_193@gmail.com
387,product_name_387,24.26,1,"Food, Grocery",supplier_193@gmail.com
388,product_name_388,53.4,2,"Food, Grocery",supplier_194@gmail.com
389,product_name_389,41.04,7,"Food, Grocery",supplier_194@gmail.com
390,product_name_390,63.27,6,Pet Supplies,supplier_195@gmail.com
391,product_name_391,91.69,4,"Toy, Kids",supplier_195@gmail.com
392,product_name_392,64.64,1,Outdoors,supplier_196@gmail.com
393,product_name_393,46.95,3,Entertainments,supplier_196@gmail.com
394,product_name_394,60.11,7,"Toy, Kids",supplier_197@gmail.com
395,product_name_395,56.68,7,Outdoors,supplier_197@gmail.com
396,product_name_396,29.14,6,Smart Home,supplier_198@gmail.com
397,product_name_397,58.17,2,"Home, Garden",supplier_198@gmail.com
398,product_name_398,13.71,9,Pet Supplies,supplier_199@gmail.com
399,product_name_399,27.09,2,Smart Home,supplier_199@gmail.com
400,product_name_400,61.56,4,"Beauty, Health",supplier_200@gmail.com
401,product_name_401,36.08,5,"Beauty, Health",supplier_200@gmail.com
402,product_name_402,47.91,6,"Home, Garden",supplier_201@gmail.com
403,product_name_403,98.66,9,"Beauty, Health",supplier_201@gmail.com
404,product_name_404,54.1,8,Electronics,supplier_202@gmail.com
405,product_name_405,63.71,2,Entertainments,supplier_202@gmail.com
406,product_name_406,58.47,3,Books,supplier_203@gmail.com
407,product_name_407,76.9,5,"Toy, Kids",supplier_203@gmail.com
408,product_name_408,37.76,8,Pet Supplies,supplier_204@gmail.com
409,product_name_409,19.25,1,Books,supplier_204@gmail.com
410,product_name_410,58.37,9,Entertainments,supplier_205@gmail.com
411,product_name_411,16.15,9,Sports,supplier_205@gmail.com
412,product_name_412,85.82,9,"Food, Grocery",supplier_206@gmail.com
413,product_name_413,46.26,6,Computers,supplier_206@gmail.com
414,product_name_414,59.3,4,Computers,supplier_207@gmail.com
415,product_name_415,35.72,6,Sports,supplier_207@gmail.com
416,product_name_416,96.46,8,"Food, Grocery",supplier_208@gmail.com
417,product_name_417,15.86,2,Computers,supplier_208@gmail.com
418,product_name_418,32.07,5,Automotive,supplier_209@gmail.com
419,product_name_419,67.69,7,Pet Supplies,supplier_209@gmail.com
420,product_name_420,72.46,8,Smart Home,supplier_210@gmail.com
421,product_name_421,70.83,1,Pet Supplies,supplier_210@gmail.com
422,product_name_422,49.74,7,"Toy, Kids",supplier_211@gmail.com
423,product_name_423,89.04,4,Sports,supplier_211@gmail.com
424,product_name_424,47.2,7,Pet Supplies,supplier_212@gmail.com
425,product_name_425,59.86,9,"Food, Grocery",supplier_212@gmail.com
426,product_name_426,84.65,5,Fashion,supplier_213@gmail.com
427,product_name_427,98.22,2,Computers,supplier_213@gmail.com
428,product_name_428,68.76,9,Sports,supplier_214@gmail.com
429,product_name_429,14.77,2,Outdoors,supplier_214@gmail.com
430,product_name_430,63.94,2,Sports,supplier_215@gmail.com
431,product_name_431,99.51,7,Entertainments,supplier_215@gmail.com
